entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-9D3C4448,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Log and feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-41B7628E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Progress-focused. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-444CFBF3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0CE165D0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E592BC4B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1068E18F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-85EB5E4B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F7D2876B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E33E7A3F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A57F79BF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6281F331,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8CC3372F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-618F6FC8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Ownership/nan (You're on the cusp of unlocking your AI tutor's full potential!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3ED2C9D4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Ownership/nan (You're 1 step away from becoming an AI tutor master!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-883F2B20,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Ownership/nan (Your AI tutor is waiting for you to take the next step...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BAC7A249,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Ownership/nan (Unlock the secrets to becoming an AI tutor expert!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-68B28069,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Ownership/nan (Your AI tutor is counting on you to reach your full potential!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7390029D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0CAACC08,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-35B68921,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C9DA72D9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C56BA3B6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Ownership/nan. No experiment exposure yet — kept active for future A/B testing.
Send Timing,S1 — Streak Champions,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | night: (no experiment data — proxy used),"Iter-0 GMM: evening (60%), night (20%), late_afternoon (20%)","Iter-1 Experiment: night (51%), evening (49%)","Segment S1 — Streak Champions. Removed: late_afternoon. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S2 — Power Learners,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | night: (no experiment data — proxy used),"Iter-0 GMM: mid_morning (50%), evening (33%), night (17%)","Iter-1 Experiment: night (91%), evening (9%)","Segment S2 — Power Learners. Removed: mid_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S3 — Top Competitors,Timing — Unchanged,late_afternoon: (no experiment data — proxy used),Iter-0 GMM: late_afternoon (100%),Iter-1 Experiment: late_afternoon (100%),"Segment S3 — Top Competitors. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S4 — Coin Collectors,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used),"Iter-0 GMM: evening (40%), early_morning (20%)",Iter-1 Experiment: evening (100%),"Segment S4 — Coin Collectors. Removed: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S5 — Steady Students,Timing — Consolidated (windows reduced),"afternoon: CTR=20.0%, Eng=50.0%, Uninstall=0.2% | evening: (no experiment data — proxy used)","Iter-0 GMM: evening (55%), early_morning (27%), afternoon (18%)","Iter-1 Experiment: evening (89%), afternoon (11%)","Segment S5 — Steady Students. Removed: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S6 — Social Observers,Timing — Consolidated (windows reduced),evening: (no experiment data — proxy used) | late_afternoon: (no experiment data — proxy used),"Iter-0 GMM: evening (64%), mid_morning (29%), late_afternoon (7%)","Iter-1 Experiment: late_afternoon (91%), evening (9%)","Segment S6 — Social Observers. Removed: mid_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S7 — Fading Players,Timing — Expanded (new windows added),"early_morning: CTR=10.0%, Eng=30.0%, Uninstall=2.5% | mid_morning: CTR=4.0%, Eng=14.7%, Uninstall=2.6% | night: (no experiment data — proxy used)","Iter-0 GMM: mid_morning (67%), night (33%)","Iter-1 Experiment: early_morning (72%), mid_morning (16%), night (12%)","Segment S7 — Fading Players. Added: early_morning. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S8 — Stuck Users,Timing — Unchanged,night: (no experiment data — proxy used),Iter-0 GMM: night (100%),Iter-1 Experiment: night (100%),"Segment S8 — Stuck Users. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Send Timing,S9 — Disconnected,Timing — Expanded (new windows added),"evening: CTR=6.8%, Eng=24.0%, Uninstall=2.9% | late_afternoon: CTR=13.0%, Eng=34.6%, Uninstall=1.0%",Iter-0 GMM: evening (100%),"Iter-1 Experiment: late_afternoon (79%), evening (21%)","Segment S9 — Disconnected. Added: late_afternoon. Windows now chosen by composite score (0.5×CTR + 0.3×Engagement − 0.2×Uninstall) from experiment results, not GMM activity clusters."
Notification Frequency,S7 — Fading Players,Frequency Cap Applied (High Uninstall Risk),Segment uninstall rate: 2.55%  (threshold: 2%),avg 5.8 / max 9 notifications/day,Capped to 2 notifications/day (min of cap and original per user),"12 users in S7 (Fading Players) had their daily notification limit capped to min(original, 2). Segment-level uninstall rate (2.55%) exceeded the 2% safety threshold — reducing send volume to protect retention."
Notification Frequency,S9 — Disconnected,Frequency Cap Applied (High Uninstall Risk),Segment uninstall rate: 2.41%  (threshold: 2%),avg 5.8 / max 9 notifications/day,Capped to 2 notifications/day (min of cap and original per user),"4 users in S9 (Disconnected) had their daily notification limit capped to min(original, 2). Segment-level uninstall rate (2.41%) exceeded the 2% safety threshold — reducing send volume to protect retention."
System Summary,Iteration 0 → Iteration 1,Learning Cycle Complete,CTR Uplift: +0.00%,Templates: 360 active (unweighted) | Timing: GMM clusters | Frequency: user-assigned limits (uncapped),"Templates: 0 promoted, 0 suppressed, 0 neutral, 360 untested | Timing: 7 segment(s) updated via experiment CTR scores | Frequency: 16 users capped to 2/day across high-uninstall segments",Full learning cycle applied. Epsilon-greedy exploitation boosted high-CTR templates (weight ×100) and retired poor performers (weight 0). Timing windows re-derived from observed CTR/engagement/uninstall composite scores instead of GMM activity clusters. Notification frequency guarded by uninstall-rate safety cap.
