template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-78A55AB3,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 7: Unpredictability,Gamification,Badges,You've earned a new badge! Keep pushing yourself to new levels and you'll unlock even more rewards.,आपने एक नया बैज प्राप्त किया! अपने आप को नए स्तरों तक ले जाने के लिए जारी रखें और आपको और भी कई पुरस्कार मिलेंगे!,18.0,45.0,GOOD,Champion (Scale This),True,2.0,100.0
TPL-CF2E7CC1,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 7: Unpredictability,Curiosity,Conversation Topics,We've added a new conversation topic! What do you think about it? Share your thoughts and let's discuss.,हमने एक नया विषय जोड़ा है! आपको क्या लगता है? अपने विचार साझा करें और हम इस पर चर्चा करेंगे!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DCE78947,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 7: Unpredictability,Surprise and Delight,Daily Streak,Your daily streak just got a boost! You've been speaking English for 10 days straight! Keep it up!,आपकी दैनिक प्रगति ने एक अच्छा बढ़ावा दिया है! आप अंग्रेजी में 10 दिनों से बात कर रहे हैं! इसे बनाए रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5234CAC9,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 7: Unpredictability,Social Proof,Leaderboard,You're on the move! You've climbed 3 spots on the leaderboard! Keep pushing to reach the top!,आप गति में हैं! आप लीडरबोर्ड पर 3 स्थान ऊपर उठ गए हैं! ऊपर की ओर बढ़ते रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-126A0C6A,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 7: Unpredictability,Curiosity,New Word of the Day,Want to learn a new word? Today's word is 'perspicacious'! Try using it in a sentence and see how it feels!,नई शब्द सीखने की इच्छा है? आज का शब्द 'प्रसंग' है! इसे एक वाक्य में उपयोग करें और देखें कि कैसा लगता है!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2479779F,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 7: Unpredictability,Reward,Badges,You've earned a badge! Congratulations on reaching 5 days of daily speaking! Collect more badges to unlock exclusive content!,आपने बैज प्राप्त किया! बधाई हो 5 दिनों की दैनिक बातचीत पर पहुंचने पर! अधिक बैज इकट्ठा करके विशेष सामग्री को खुलासा करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0852A8D2,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 7: Unpredictability,Personalization,Personalized Learning Plans,Your learning plan just got a boost! Our AI-powered engine has identified areas where you need improvement. Focus on those areas to reach your goals!,आपका सीखने का योजना आपके लिए एक अच्छा बढ़ावा दिया है! हमारे AI-चालित इंजन ने आपको सुधारने के क्षेत्रों की पहचान की है। उन क्षेत्रों पर ध्यान केंद्रित करके अपने लक्ष्यों को प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3B5C67CA,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 7: Unpredictability,Surprise and Delight,Daily Streak,You've unlocked a secret feature! Tap 'Daily Streak' to track your progress and earn rewards.,आपकी दैनिक अभ्यास की प्रगति को ट्रैक करें और पुरस्कार प्राप्त करें! दैनिक स्ट्रीक को टैप करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-798D8217,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 7: Unpredictability,Social Proof,Leaderboard,You're not alone! Check out the top speakers on our leaderboard and get inspired.,आपके साथ दूसरे भी हैं! लीडरबोर्ड देखें और प्रेरित हों,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FDE83EE2,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 7: Unpredictability,Curiosity,New Word of the Day,What's the word that's been trending? Tap 'New Word of the Day' to find out and improve your vocabulary.,क्या है दैनिक शब्द? दैनिक शब्द देखें और अपनी व्याकरण को बेहतर बनाएं,,,UNTESTED,No Data Yet,True,1.0,1.0
